txn_id,customer_id,product_id,ts,date,month,country,region,category,status,currency,amount,amount_usd
t0014494,c01485,p0028,2025-03-08 16:06:00+00:00,2025-03-08,2025-03,US,,clothing,cancelled,USD,93.49,93.49
t0005034,c00584,p0097,2025-03-08 17:09:00+00:00,2025-03-08,2025-03,BR,LATAM,clothing,refunded,EUR,93.7,101.19600000000001
t0002140,c02737,p0114,2025-03-08 17:16:00+00:00,2025-03-08,2025-03,CL,LATAM,beauty,paid,BRL,43.0,7.739999999999999
t0000633,c00013,p0007,2025-03-08 17:36:00+00:00,2025-03-08,2025-03,US,,electronics,paid,EUR,228.87,247.17960000000002
t0007067,c00671,p0065,2025-03-08 18:45:00+00:00,2025-03-08,2025-03,IT,EU,books,paid,EUR,21.31,23.0148
t0001225,c00096,p0027,2025-03-08 18:54:00+00:00,2025-03-08,2025-03,ES,EU,electronics,cancelled,MXN,286.5,16.617
t0019499,c03273,p0082,2025-03-08 19:00:00+00:00,2025-03-08,2025-03,FR,EU,home,refunded,USD,72.09,72.09
t0006879,c03216,p0068,2025-03-08 19:07:00+00:00,2025-03-08,2025-03,IT,EU,beauty,paid,USD,43.47,43.47
t0000497,c03176,p0047,2025-03-08 20:30:00+00:00,2025-03-08,2025-03,MX,LATAM,books,paid,USD,29.08,29.08
t0016444,c03291,p0004,2025-03-08 20:56:00+00:00,2025-03-08,2025-03,FR,EU,home,paid,BRL,19.07,3.4326
t0008199,c00979,p0065,2025-03-08 21:11:00+00:00,2025-03-08,2025-03,US,,books,cancelled,EUR,11.87,12.8196
t0016736,c00655,p0120,2025-03-08 21:16:00+00:00,2025-03-08,2025-03,PT,EU,clothing,paid,USD,41.17,41.17
t0000591,c02599,p0003,2025-03-08 21:18:00+00:00,2025-03-08,2025-03,AR,LATAM,beauty,paid,USD,14.76,14.76
t0018115,c01246,p0075,2025-03-08 21:27:00+00:00,2025-03-08,2025-03,US,,beauty,paid,EUR,55.81,60.274800000000006
t0002056,c02927,p0058,2025-03-08 21:36:00+00:00,2025-03-08,2025-03,PE,LATAM,electronics,paid,EUR,90.48,97.71840000000002
t0019910,c03013,p0049,2025-03-08 21:54:00+00:00,2025-03-08,2025-03,US,,home,paid,USD,45.67,45.67
t0020118,c01732,p0051,2025-03-08 22:12:00+00:00,2025-03-08,2025-03,AR,LATAM,sports,paid,MXN,21.18,1.22844
t0017914,c00637,p0051,2025-03-08 22:32:00+00:00,2025-03-08,2025-03,CO,LATAM,sports,paid,USD,32.82,32.82
t0007124,c01381,p0120,2025-03-08 22:37:00+00:00,2025-03-08,2025-03,MX,LATAM,clothing,paid,USD,49.59,49.59
t0016307,c00650,p0076,2025-03-08 22:43:00+00:00,2025-03-08,2025-03,CO,LATAM,beauty,paid,USD,19.58,19.58
t0018795,c00738,p0084,2025-03-08 23:01:00+00:00,2025-03-08,2025-03,NL,EU,electronics,paid,USD,198.15,198.15
t0004350,c01523,p0003,2025-03-08 23:50:00+00:00,2025-03-08,2025-03,SE,EU,beauty,refunded,EUR,84.72,91.4976
t0005801,c03080,p0017,2025-03-09 02:06:00+00:00,2025-03-09,2025-03,MX,LATAM,books,paid,EUR,8.66,9.3528
t0017553,c00237,p0009,2025-03-09 02:14:00+00:00,2025-03-09,2025-03,US,,home,paid,MXN,173.68,10.073440000000002
t0011482,c01942,p0047,2025-03-09 07:12:00+00:00,2025-03-09,2025-03,US,,books,cancelled,EUR,31.1,33.588
t0009145,c02232,p0106,2025-03-09 07:19:00+00:00,2025-03-09,2025-03,,,books,paid,USD,7.08,7.08
t0002164,c00373,p0010,2025-03-09 07:52:00+00:00,2025-03-09,2025-03,US,,beauty,refunded,BRL,17.87,3.2166
t0013697,c00556,p0058,2025-03-09 07:59:00+00:00,2025-03-09,2025-03,US,,electronics,paid,USD,297.3,297.3
t0011495,c00210,p0040,2025-03-09 07:59:00+00:00,2025-03-09,2025-03,CA,,clothing,refunded,BRL,71.99,12.958199999999998
t0003413,c00090,p0015,2025-03-09 08:33:00+00:00,2025-03-09,2025-03,IT,EU,electronics,paid,USD,122.8,122.8
t0006586,c00922,p0068,2025-03-09 08:53:00+00:00,2025-03-09,2025-03,US,,beauty,paid,USD,62.7,62.7
t0006950,c01087,p0029,2025-03-09 09:08:00+00:00,2025-03-09,2025-03,ES,EU,home,paid,USD,126.2,126.2
t0003826,c03284,p0104,2025-03-09 09:24:00+00:00,2025-03-09,2025-03,DE,EU,clothing,paid,USD,55.85,55.85
t0016279,c01996,p0112,2025-03-09 09:40:00+00:00,2025-03-09,2025-03,PE,LATAM,electronics,paid,USD,317.51,317.51
t0019671,c02178,p0022,2025-03-09 09:51:00+00:00,2025-03-09,2025-03,US,,electronics,paid,BRL,248.63,44.7534
t0005418,c02573,p0066,2025-03-09 10:43:00+00:00,2025-03-09,2025-03,PE,LATAM,home,paid,EUR,78.09,84.33720000000001
t0020357,c03209,p0029,2025-03-09 10:47:00+00:00,2025-03-09,2025-03,MX,LATAM,home,paid,USD,56.69,56.69
t0010728,c03155,p0065,2025-03-09 10:59:00+00:00,2025-03-09,2025-03,ES,EU,books,paid,EUR,32.19,34.7652
t0012722,c02857,p0023,2025-03-09 11:05:00+00:00,2025-03-09,2025-03,US,,books,paid,USD,26.62,26.62
t0018987,c02206,p0048,2025-03-09 11:06:00+00:00,2025-03-09,2025-03,US,,clothing,paid,EUR,128.97,139.2876
t0016911,c02089,p0038,2025-03-09 11:12:00+00:00,2025-03-09,2025-03,US,,electronics,cancelled,USD,233.89,233.89
t0009210,c02342,p0053,2025-03-09 11:14:00+00:00,2025-03-09,2025-03,CA,,sports,paid,USD,99.28,99.28
t0000343,c00699,p0026,2025-03-09 11:15:00+00:00,2025-03-09,2025-03,CL,LATAM,beauty,cancelled,BRL,54.29,9.7722
t0007642,c02342,p0008,2025-03-09 11:32:00+00:00,2025-03-09,2025-03,CA,,toys,paid,USD,10.03,10.03
t0001182,c01332,p0029,2025-03-09 11:40:00+00:00,2025-03-09,2025-03,CO,LATAM,home,cancelled,USD,150.97,150.97
t0001185,c00029,p0083,2025-03-09 11:46:00+00:00,2025-03-09,2025-03,AR,LATAM,books,paid,USD,26.12,26.12
t0017720,c00185,p0089,2025-03-09 11:48:00+00:00,2025-03-09,2025-03,ES,EU,toys,paid,BRL,29.01,5.2218
t0002074,c00761,p0087,2025-03-09 12:11:00+00:00,2025-03-09,2025-03,US,,beauty,paid,USD,55.15,55.15
t0004832,c02962,p0031,2025-03-09 12:16:00+00:00,2025-03-09,2025-03,CO,LATAM,home,refunded,MXN,65.88,3.82104
t0001921,c00338,p0033,2025-03-09 12:27:00+00:00,2025-03-09,2025-03,NL,EU,electronics,paid,USD,444.05,444.05
t0019130,c01819,p0033,2025-03-09 12:31:00+00:00,2025-03-09,2025-03,CO,LATAM,electronics,paid,BRL,145.23,26.141399999999997
t0021089,c01236,p0112,2025-03-09 12:34:00+00:00,2025-03-09,2025-03,US,,electronics,paid,EUR,72.03,77.7924
t0014755,c00302,p0003,2025-03-09 12:35:00+00:00,2025-03-09,2025-03,CA,,beauty,paid,EUR,52.86,57.088800000000006
t0002679,c01891,p0106,2025-03-09 12:41:00+00:00,2025-03-09,2025-03,PE,LATAM,books,cancelled,USD,39.78,39.78
t0018877,c01229,p0074,2025-03-09 12:51:00+00:00,2025-03-09,2025-03,CO,LATAM,beauty,refunded,EUR,34.64,37.4112
t0013531,c03422,p0105,2025-03-09 13:19:00+00:00,2025-03-09,2025-03,CA,,toys,paid,USD,28.22,28.22
t0015476,c02212,p0085,2025-03-09 13:19:00+00:00,2025-03-09,2025-03,MX,LATAM,books,paid,USD,26.45,26.45
t0012943,c00717,p0025,2025-03-09 13:37:00+00:00,2025-03-09,2025-03,,,clothing,paid,USD,26.39,26.39
t0014333,c02981,p0098,2025-03-09 13:41:00+00:00,2025-03-09,2025-03,MX,LATAM,clothing,cancelled,USD,46.34,46.34
t0009399,c02159,p0086,2025-03-09 13:52:00+00:00,2025-03-09,2025-03,MX,LATAM,books,paid,EUR,17.04,18.403200000000002
t0019644,c02349,p0020,2025-03-09 14:18:00+00:00,2025-03-09,2025-03,US,,books,paid,EUR,36.58,39.5064
t0007882,c00356,p0047,2025-03-09 14:27:00+00:00,2025-03-09,2025-03,CO,LATAM,books,refunded,MXN,16.18,0.93844
t0010881,c02835,p0114,2025-03-09 14:46:00+00:00,2025-03-09,2025-03,ES,EU,beauty,refunded,EUR,78.69,84.9852
t0001658,c03319,p0056,2025-03-09 14:52:00+00:00,2025-03-09,2025-03,CA,,sports,refunded,MXN,55.03,3.1917400000000002
t0020235,c00473,p0066,2025-03-09 14:58:00+00:00,2025-03-09,2025-03,US,,home,paid,EUR,77.46,83.6568
t0003430,c01117,p0057,2025-03-09 15:05:00+00:00,2025-03-09,2025-03,MX,LATAM,electronics,refunded,USD,301.87,301.87
t0020299,c02402,p0072,2025-03-09 15:15:00+00:00,2025-03-09,2025-03,AR,LATAM,electronics,paid,USD,267.44,267.44
t0016594,c02404,p0119,2025-03-09 15:20:00+00:00,2025-03-09,2025-03,DE,EU,toys,paid,USD,8.22,8.22
t0002623,c00131,p0036,2025-03-09 15:42:00+00:00,2025-03-09,2025-03,IT,EU,beauty,paid,USD,47.98,47.98
t0018776,c01994,p0009,2025-03-09 15:43:00+00:00,2025-03-09,2025-03,MX,LATAM,home,refunded,EUR,29.58,31.9464
t0014881,c01464,p0045,2025-03-09 15:51:00+00:00,2025-03-09,2025-03,ES,EU,books,paid,USD,8.89,8.89
t0008177,c00461,p0038,2025-03-09 17:37:00+00:00,2025-03-09,2025-03,BR,LATAM,electronics,paid,EUR,248.96,268.8768
t0000129,c02157,p0035,2025-03-09 18:16:00+00:00,2025-03-09,2025-03,SE,EU,sports,paid,EUR,91.66,98.9928
t0001338,c02254,p0027,2025-03-09 19:17:00+00:00,2025-03-09,2025-03,DE,EU,electronics,paid,USD,171.63,171.63
t0015345,c01038,p0058,2025-03-09 19:20:00+00:00,2025-03-09,2025-03,PE,LATAM,electronics,paid,BRL,643.72,115.8696
t0016268,c03105,p0116,2025-03-09 19:20:00+00:00,2025-03-09,2025-03,US,,toys,paid,EUR,18.32,19.785600000000002
t0001462,c02214,p0119,2025-03-09 19:33:00+00:00,2025-03-09,2025-03,US,,toys,refunded,USD,11.76,11.76
t0002862,c02464,p0069,2025-03-09 19:34:00+00:00,2025-03-09,2025-03,CA,,electronics,paid,EUR,164.35,177.49800000000002
t0004913,c01360,p0081,2025-03-09 19:47:00+00:00,2025-03-09,2025-03,US,,toys,paid,EUR,33.59,36.27720000000001
t0021277,c01147,p0017,2025-03-09 19:47:00+00:00,2025-03-09,2025-03,PT,EU,books,cancelled,USD,23.57,23.57
t0000447,c02435,p0041,2025-03-09 20:10:00+00:00,2025-03-09,2025-03,MX,LATAM,electronics,paid,MXN,207.41,12.02978
t0016849,c00302,p0072,2025-03-09 20:21:00+00:00,2025-03-09,2025-03,CA,,electronics,paid,USD,187.3,187.3
t0018481,c00248,p0060,2025-03-09 20:36:00+00:00,2025-03-09,2025-03,BR,LATAM,books,paid,USD,21.64,21.64
t0021002,c00526,p0029,2025-03-09 20:43:00+00:00,2025-03-09,2025-03,CL,LATAM,home,cancelled,USD,29.28,29.28
t0016160,c02189,p0115,2025-03-09 21:30:00+00:00,2025-03-09,2025-03,MX,LATAM,home,refunded,MXN,53.46,3.10068
t0017011,c02764,p0078,2025-03-09 21:32:00+00:00,2025-03-09,2025-03,SE,EU,electronics,paid,EUR,263.99,285.10920000000004
t0000359,c00744,p0071,2025-03-09 21:48:00+00:00,2025-03-09,2025-03,CA,,beauty,paid,USD,22.38,22.38
t0008146,c01197,p0025,2025-03-09 21:56:00+00:00,2025-03-09,2025-03,MX,LATAM,clothing,paid,USD,63.15,63.15
t0020457,c01877,p0075,2025-03-09 22:07:00+00:00,2025-03-09,2025-03,US,,beauty,paid,EUR,25.25,27.270000000000003
t0013398,c02130,p0046,2025-03-09 22:09:00+00:00,2025-03-09,2025-03,US,,home,paid,USD,54.51,54.51
t0010574,c02086,p0055,2025-03-09 22:29:00+00:00,2025-03-09,2025-03,AR,LATAM,home,cancelled,USD,83.78,83.78
t0017995,c01472,p0022,2025-03-09 23:12:00+00:00,2025-03-09,2025-03,US,,electronics,paid,USD,245.18,245.18
t0002968,c00801,p0082,2025-03-09 23:43:00+00:00,2025-03-09,2025-03,US,,home,cancelled,BRL,44.84,8.071200000000001
t0018608,c00022,p0062,2025-03-10 00:36:00+00:00,2025-03-10,2025-03,US,,books,cancelled,EUR,23.54,25.4232
t0021174,c01278,p0070,2025-03-10 01:50:00+00:00,2025-03-10,2025-03,US,,sports,paid,MXN,104.19,6.04302
t0005193,c00781,p0111,2025-03-10 02:37:00+00:00,2025-03-10,2025-03,BR,LATAM,books,paid,MXN,42.53,2.46674
t0011274,c01332,p0051,2025-03-10 03:10:00+00:00,2025-03-10,2025-03,CO,LATAM,sports,paid,USD,19.21,19.21
t0015306,c01636,p0077,2025-03-10 03:30:00+00:00,2025-03-10,2025-03,MX,LATAM,beauty,paid,USD,50.27,50.27
t0019649,c01609,p0080,2025-03-10 04:02:00+00:00,2025-03-10,2025-03,US,,electronics,paid,EUR,87.18,94.15440000000001
t0019425,c02634,p0094,2025-03-10 05:36:00+00:00,2025-03-10,2025-03,US,,home,paid,EUR,146.53,158.25240000000002
t0016210,c02767,p0076,2025-03-10 05:43:00+00:00,2025-03-10,2025-03,ES,EU,beauty,paid,USD,12.76,12.76
t0012496,c00375,p0022,2025-03-10 05:48:00+00:00,2025-03-10,2025-03,,,electronics,paid,MXN,266.62,15.463960000000002
t0001435,c02073,p0047,2025-03-10 07:32:00+00:00,2025-03-10,2025-03,CL,LATAM,books,paid,USD,19.63,19.63
t0004467,c02354,p0059,2025-03-10 07:42:00+00:00,2025-03-10,2025-03,ES,EU,electronics,paid,USD,223.69,223.69
t0021475,c01817,p0100,2025-03-10 09:13:00+00:00,2025-03-10,2025-03,CA,,electronics,paid,USD,149.32,149.32
t0016000,c00327,p0032,2025-03-10 09:28:00+00:00,2025-03-10,2025-03,US,,electronics,paid,USD,128.5,128.5
t0004519,c03080,p0056,2025-03-10 10:36:00+00:00,2025-03-10,2025-03,MX,LATAM,sports,paid,MXN,102.94,5.9705200000000005
t0018835,c03396,p0088,2025-03-10 10:37:00+00:00,2025-03-10,2025-03,US,,home,paid,BRL,27.75,4.995
t0012199,c02185,p0002,2025-03-10 11:04:00+00:00,2025-03-10,2025-03,CL,LATAM,sports,paid,USD,118.13,118.13
t0012535,c00289,p0092,2025-03-10 11:10:00+00:00,2025-03-10,2025-03,MX,LATAM,beauty,paid,USD,76.73,76.73
t0008453,c01153,p0080,2025-03-10 11:16:00+00:00,2025-03-10,2025-03,BR,LATAM,electronics,cancelled,EUR,408.09,440.73720000000003
t0010836,c03346,p0019,2025-03-10 11:21:00+00:00,2025-03-10,2025-03,IT,EU,clothing,paid,USD,22.07,22.07
t0019482,c02242,p0027,2025-03-10 11:45:00+00:00,2025-03-10,2025-03,ES,EU,electronics,paid,USD,104.7,104.7
t0011191,c01462,p0003,2025-03-10 11:45:00+00:00,2025-03-10,2025-03,BR,LATAM,beauty,paid,MXN,16.45,0.9541000000000001
t0001629,c00264,p0085,2025-03-10 11:47:00+00:00,2025-03-10,2025-03,CL,LATAM,books,cancelled,EUR,19.07,20.5956
t0009636,c01648,p0111,2025-03-10 12:35:00+00:00,2025-03-10,2025-03,US,,books,paid,USD,16.69,16.69
t0019121,c00492,p0084,2025-03-10 12:51:00+00:00,2025-03-10,2025-03,DE,EU,electronics,paid,MXN,270.56,15.692480000000002
t0000546,c01676,p0066,2025-03-10 12:55:00+00:00,2025-03-10,2025-03,ES,EU,home,paid,USD,39.62,39.62
t0008144,c02097,p0104,2025-03-10 13:16:00+00:00,2025-03-10,2025-03,PE,LATAM,clothing,paid,EUR,34.12,36.8496
t0020059,c00244,p0063,2025-03-10 13:25:00+00:00,2025-03-10,2025-03,MX,LATAM,toys,paid,USD,60.96,60.96
t0020674,c02843,p0086,2025-03-10 13:50:00+00:00,2025-03-10,2025-03,CA,,books,paid,BRL,6.65,1.197
t0008192,c00401,p0031,2025-03-10 14:21:00+00:00,2025-03-10,2025-03,SE,EU,home,paid,EUR,38.93,42.0444
t0002941,c00221,p0083,2025-03-10 14:23:00+00:00,2025-03-10,2025-03,SE,EU,books,paid,BRL,19.69,3.5442
t0000423,c01563,p0072,2025-03-10 14:58:00+00:00,2025-03-10,2025-03,MX,LATAM,electronics,cancelled,MXN,103.68,6.013440000000001
t0014828,c00271,p0041,2025-03-10 15:32:00+00:00,2025-03-10,2025-03,AR,LATAM,electronics,paid,BRL,158.56,28.5408
t0020945,c00285,p0002,2025-03-10 15:36:00+00:00,2025-03-10,2025-03,US,,sports,cancelled,BRL,55.43,9.9774
t0017680,c00313,p0054,2025-03-10 15:46:00+00:00,2025-03-10,2025-03,US,,toys,paid,BRL,27.64,4.9752
t0004527,c02476,p0005,2025-03-10 16:38:00+00:00,2025-03-10,2025-03,MX,LATAM,electronics,paid,EUR,345.5,373.14000000000004
t0019969,c03400,p0097,2025-03-10 16:45:00+00:00,2025-03-10,2025-03,MX,LATAM,clothing,paid,USD,106.59,106.59
t0003984,c02180,p0071,2025-03-10 17:38:00+00:00,2025-03-10,2025-03,CL,LATAM,beauty,paid,USD,82.74,82.74
t0003317,c01287,p0051,2025-03-10 18:00:00+00:00,2025-03-10,2025-03,,,sports,paid,USD,101.01,101.01
t0017022,c03255,p0020,2025-03-10 18:34:00+00:00,2025-03-10,2025-03,MX,LATAM,books,paid,MXN,27.89,1.61762
t0009876,c01537,p0087,2025-03-10 18:40:00+00:00,2025-03-10,2025-03,US,,beauty,paid,USD,62.18,62.18
t0017067,c01923,p0108,2025-03-10 18:54:00+00:00,2025-03-10,2025-03,SE,EU,beauty,paid,USD,20.66,20.66
t0014038,c02216,p0015,2025-03-10 19:07:00+00:00,2025-03-10,2025-03,MX,LATAM,electronics,paid,USD,131.0,131.0
t0018504,c01537,p0104,2025-03-10 19:25:00+00:00,2025-03-10,2025-03,US,,clothing,paid,USD,45.7,45.7
t0009229,c02739,p0101,2025-03-10 20:26:00+00:00,2025-03-10,2025-03,ES,EU,electronics,paid,EUR,327.27,353.4516
t0007807,c00766,p0116,2025-03-10 20:31:00+00:00,2025-03-10,2025-03,CL,LATAM,toys,paid,EUR,44.22,47.757600000000004
t0011178,c01288,p0107,2025-03-10 20:34:00+00:00,2025-03-10,2025-03,BR,LATAM,clothing,paid,USD,51.97,51.97
t0020178,c03110,p0070,2025-03-10 20:45:00+00:00,2025-03-10,2025-03,CO,LATAM,sports,refunded,EUR,72.76,78.58080000000001
t0019355,c02907,p0010,2025-03-10 20:55:00+00:00,2025-03-10,2025-03,AR,LATAM,beauty,cancelled,EUR,69.84,75.42720000000001
t0018075,c02408,p0048,2025-03-10 20:56:00+00:00,2025-03-10,2025-03,US,,clothing,paid,USD,22.0,22.0
t0017220,c02441,p0083,2025-03-10 21:01:00+00:00,2025-03-10,2025-03,DE,EU,books,refunded,BRL,24.82,4.4676
t0015132,c01372,p0009,2025-03-10 21:24:00+00:00,2025-03-10,2025-03,ES,EU,home,paid,EUR,31.12,33.6096
t0017764,c00274,p0092,2025-03-10 21:32:00+00:00,2025-03-10,2025-03,DE,EU,beauty,cancelled,USD,56.54,56.54
t0014910,c01531,p0111,2025-03-10 21:43:00+00:00,2025-03-10,2025-03,US,,books,paid,USD,20.61,20.61
t0009959,c00298,p0048,2025-03-10 21:51:00+00:00,2025-03-10,2025-03,NL,EU,clothing,paid,MXN,16.91,0.9807800000000001
t0019277,c01272,p0101,2025-03-10 21:53:00+00:00,2025-03-10,2025-03,CL,LATAM,electronics,cancelled,USD,468.56,468.56
t0006190,c02108,p0023,2025-03-10 22:08:00+00:00,2025-03-10,2025-03,CO,LATAM,books,paid,EUR,31.44,33.955200000000005
t0018761,c02745,p0088,2025-03-10 22:20:00+00:00,2025-03-10,2025-03,ES,EU,home,cancelled,EUR,30.29,32.7132
t0017603,c02313,p0079,2025-03-10 22:25:00+00:00,2025-03-10,2025-03,DE,EU,books,paid,USD,17.81,17.81
t0021700,c02948,p0006,2025-03-10 22:40:00+00:00,2025-03-10,2025-03,IT,EU,electronics,paid,USD,244.87,244.87
t0013274,c03394,p0055,2025-03-10 22:51:00+00:00,2025-03-10,2025-03,US,,home,cancelled,USD,46.37,46.37
t0014313,c01264,p0090,2025-03-10 22:55:00+00:00,2025-03-10,2025-03,US,,clothing,refunded,USD,35.93,35.93
t0018250,c02185,p0081,2025-03-10 23:20:00+00:00,2025-03-10,2025-03,CL,LATAM,toys,cancelled,MXN,23.0,1.334
t0006938,c03346,p0072,2025-03-10 23:34:00+00:00,2025-03-10,2025-03,IT,EU,electronics,paid,USD,129.95,129.95
t0002102,c01546,p0028,2025-03-10 23:43:00+00:00,2025-03-10,2025-03,FR,EU,clothing,paid,USD,66.1,66.1
t0015404,c03393,p0053,2025-03-11 00:19:00+00:00,2025-03-11,2025-03,CA,,sports,paid,USD,30.83,30.83
t0005827,c01173,p0056,2025-03-11 03:19:00+00:00,2025-03-11,2025-03,AR,LATAM,sports,refunded,USD,47.17,47.17
t0017103,c00267,p0080,2025-03-11 03:29:00+00:00,2025-03-11,2025-03,CL,LATAM,electronics,paid,USD,225.74,225.74
t0000590,c00823,p0094,2025-03-11 05:36:00+00:00,2025-03-11,2025-03,US,,home,paid,USD,74.99,74.99
t0014170,c01317,p0053,2025-03-11 06:32:00+00:00,2025-03-11,2025-03,ES,EU,sports,paid,USD,48.26,48.26
t0006271,c01292,p0003,2025-03-11 06:42:00+00:00,2025-03-11,2025-03,BR,LATAM,beauty,refunded,USD,35.2,35.2
t0001015,c02309,p0112,2025-03-11 07:10:00+00:00,2025-03-11,2025-03,US,,electronics,paid,EUR,403.18,435.43440000000004
t0020010,c03166,p0076,2025-03-11 07:30:00+00:00,2025-03-11,2025-03,PT,EU,beauty,paid,USD,41.69,41.69
t0008260,c00991,p0054,2025-03-11 07:30:00+00:00,2025-03-11,2025-03,CL,LATAM,toys,paid,USD,45.09,45.09
t0000627,c01553,p0104,2025-03-11 07:35:00+00:00,2025-03-11,2025-03,SE,EU,clothing,paid,USD,22.37,22.37
t0020018,c01157,p0105,2025-03-11 07:38:00+00:00,2025-03-11,2025-03,US,,toys,paid,USD,37.14,37.14
t0018960,c01721,p0118,2025-03-11 08:31:00+00:00,2025-03-11,2025-03,US,,electronics,paid,EUR,377.21,407.3868
t0008091,c03000,p0117,2025-03-11 09:25:00+00:00,2025-03-11,2025-03,AR,LATAM,beauty,paid,USD,24.91,24.91
t0012533,c00936,p0045,2025-03-11 09:31:00+00:00,2025-03-11,2025-03,,,books,paid,USD,10.88,10.88
t0011874,c03078,p0014,2025-03-11 09:39:00+00:00,2025-03-11,2025-03,US,,books,refunded,USD,27.23,27.23
t0017330,c00002,p0099,2025-03-11 09:40:00+00:00,2025-03-11,2025-03,FR,EU,electronics,paid,USD,94.49,94.49
t0013526,c01977,p0097,2025-03-11 09:46:00+00:00,2025-03-11,2025-03,IT,EU,clothing,refunded,EUR,132.16,142.7328
t0002617,c01452,p0044,2025-03-11 10:05:00+00:00,2025-03-11,2025-03,CL,LATAM,toys,paid,BRL,38.99,7.0182
t0013346,c01634,p0086,2025-03-11 10:06:00+00:00,2025-03-11,2025-03,IT,EU,books,paid,MXN,36.9,2.1402
t0002647,c03356,p0089,2025-03-11 10:23:00+00:00,2025-03-11,2025-03,MX,LATAM,toys,paid,EUR,20.45,22.086000000000002
t0000712,c01797,p0002,2025-03-11 11:10:00+00:00,2025-03-11,2025-03,IT,EU,sports,paid,USD,63.25,63.25
t0000374,c02201,p0017,2025-03-11 11:15:00+00:00,2025-03-11,2025-03,US,,books,paid,MXN,14.3,0.8294000000000001
t0002306,c02165,p0041,2025-03-11 11:22:00+00:00,2025-03-11,2025-03,FR,EU,electronics,paid,USD,343.44,343.44
t0019197,c02368,p0063,2025-03-11 11:24:00+00:00,2025-03-11,2025-03,MX,LATAM,toys,paid,USD,25.73,25.73
t0021554,c01824,p0006,2025-03-11 11:29:00+00:00,2025-03-11,2025-03,CO,LATAM,electronics,cancelled,MXN,246.66,14.306280000000001
t0020166,c01602,p0111,2025-03-11 11:36:00+00:00,2025-03-11,2025-03,CO,LATAM,books,paid,BRL,32.52,5.8536
t0000311,c03160,p0100,2025-03-11 11:38:00+00:00,2025-03-11,2025-03,CL,LATAM,electronics,paid,USD,435.75,435.75
t0015056,c02354,p0049,2025-03-11 11:44:00+00:00,2025-03-11,2025-03,ES,EU,home,paid,USD,15.45,15.45
t0021983,c02817,p0004,2025-03-11 12:02:00+00:00,2025-03-11,2025-03,US,,home,cancelled,EUR,48.32,52.1856
t0010757,c02397,p0015,2025-03-11 12:16:00+00:00,2025-03-11,2025-03,IT,EU,electronics,paid,USD,282.82,282.82
t0010214,c03153,p0055,2025-03-11 12:22:00+00:00,2025-03-11,2025-03,CO,LATAM,home,refunded,EUR,144.57,156.1356
t0013390,c00740,p0056,2025-03-11 12:28:00+00:00,2025-03-11,2025-03,CO,LATAM,sports,paid,USD,111.01,111.01
t0002669,c02035,p0011,2025-03-11 12:31:00+00:00,2025-03-11,2025-03,AR,LATAM,electronics,paid,USD,289.15,289.15
t0001617,c02200,p0003,2025-03-11 12:41:00+00:00,2025-03-11,2025-03,FR,EU,beauty,paid,MXN,42.29,2.45282
t0005635,c03492,p0089,2025-03-11 12:41:00+00:00,2025-03-11,2025-03,US,,toys,paid,MXN,69.78,4.04724
t0015553,c01048,p0051,2025-03-11 13:04:00+00:00,2025-03-11,2025-03,MX,LATAM,sports,paid,USD,53.01,53.01
t0002235,c01038,p0046,2025-03-11 13:13:00+00:00,2025-03-11,2025-03,PE,LATAM,home,paid,EUR,150.9,162.972
t0016379,c00077,p0037,2025-03-11 13:35:00+00:00,2025-03-11,2025-03,US,,books,paid,USD,15.91,15.91
t0019676,c00583,p0065,2025-03-11 13:40:00+00:00,2025-03-11,2025-03,FR,EU,books,paid,EUR,71.52,77.2416
t0007350,c02121,p0115,2025-03-11 13:45:00+00:00,2025-03-11,2025-03,PE,LATAM,home,paid,USD,141.16,141.16
t0016159,c01646,p0078,2025-03-11 14:14:00+00:00,2025-03-11,2025-03,MX,LATAM,electronics,paid,BRL,119.29,21.4722
t0007284,c03306,p0100,2025-03-11 14:23:00+00:00,2025-03-11,2025-03,DE,EU,electronics,refunded,USD,166.24,166.24
t0018163,c00225,p0038,2025-03-11 14:49:00+00:00,2025-03-11,2025-03,CA,,electronics,paid,USD,212.78,212.78
t0017101,c03239,p0093,2025-03-11 15:02:00+00:00,2025-03-11,2025-03,US,,beauty,paid,MXN,39.81,2.30898
t0008452,c02265,p0114,2025-03-11 15:03:00+00:00,2025-03-11,2025-03,DE,EU,beauty,paid,USD,58.82,58.82
t0013178,c00656,p0099,2025-03-11 15:25:00+00:00,2025-03-11,2025-03,AR,LATAM,electronics,refunded,EUR,242.54,261.9432
t0020660,c01360,p0111,2025-03-11 15:39:00+00:00,2025-03-11,2025-03,US,,books,paid,USD,10.13,10.13
t0007674,c01373,p0067,2025-03-11 15:57:00+00:00,2025-03-11,2025-03,US,,electronics,refunded,USD,108.29,108.29
t0015108,c02204,p0116,2025-03-11 17:02:00+00:00,2025-03-11,2025-03,IT,EU,toys,paid,EUR,40.93,44.2044
t0007431,c00906,p0031,2025-03-11 17:10:00+00:00,2025-03-11,2025-03,NL,EU,home,paid,BRL,45.37,8.166599999999999
t0014007,c01480,p0042,2025-03-11 18:12:00+00:00,2025-03-11,2025-03,AR,LATAM,clothing,refunded,EUR,54.42,58.77360000000001
