date,region,country,category,total_usd,n
2025-03-19,EU,IT,sports,79.4556,1
2025-03-19,EU,NL,electronics,367.3384,2
2025-03-19,EU,NL,toys,23.446800000000003,1
2025-03-19,EU,PT,beauty,1.9575,1
2025-03-19,EU,PT,books,21.32,1
2025-03-19,EU,SE,books,50.66,2
2025-03-19,LATAM,AR,beauty,73.16,2
2025-03-19,LATAM,AR,books,7.56,1
2025-03-19,LATAM,AR,clothing,54.78,1
2025-03-19,LATAM,AR,electronics,274.9,2
2025-03-19,LATAM,AR,sports,49.33,1
2025-03-19,LATAM,BR,beauty,4.4283,1
2025-03-19,LATAM,BR,electronics,276.4368,1
2025-03-19,LATAM,BR,home,16.9344,1
2025-03-19,LATAM,CL,beauty,51.26,1
2025-03-19,LATAM,CL,books,54.040000000000006,2
2025-03-19,LATAM,CL,electronics,450.76320000000004,2
2025-03-19,LATAM,CO,books,34.68,1
2025-03-19,LATAM,CO,electronics,209.28240000000002,1
2025-03-19,LATAM,MX,books,0.93728,1
2025-03-19,LATAM,MX,electronics,253.67,1
2025-03-19,LATAM,PE,electronics,58.61082,2
2025-03-19,LATAM,PE,home,17.855999999999998,1
2025-03-20,EU,DE,beauty,6.931799999999999,1
2025-03-20,EU,DE,books,1.0010800000000002,1
2025-03-20,EU,ES,books,95.16,4
2025-03-20,EU,ES,clothing,31.480199999999996,1
2025-03-20,EU,ES,electronics,602.8656,3
2025-03-20,EU,FR,clothing,137.2032,1
2025-03-20,EU,FR,electronics,481.07,2
2025-03-20,EU,FR,home,148.86200000000002,2
2025-03-20,EU,FR,sports,26.91,1
2025-03-20,EU,IT,home,50.77,1
2025-03-20,EU,NL,beauty,21.03,1
2025-03-20,EU,NL,toys,143.316,1
2025-03-20,EU,PT,books,34.2252,1
2025-03-20,EU,PT,electronics,574.3439999999999,1
2025-03-20,EU,SE,electronics,8.81832,1
2025-03-20,LATAM,AR,beauty,2.6013,1
2025-03-20,LATAM,AR,books,29.9492,2
2025-03-20,LATAM,AR,electronics,436.22280000000006,1
2025-03-20,LATAM,AR,toys,45.88,1
2025-03-20,LATAM,BR,books,3.7907999999999995,1
2025-03-20,LATAM,BR,electronics,214.4,1
2025-03-20,LATAM,BR,home,94.0,1
2025-03-20,LATAM,BR,sports,155.898,1
2025-03-20,LATAM,BR,toys,25.71,1
2025-03-20,LATAM,CL,home,42.34734,2
2025-03-20,LATAM,CO,clothing,81.31,1
2025-03-20,LATAM,MX,beauty,94.8456,1
2025-03-20,LATAM,MX,books,68.38414,3
2025-03-20,LATAM,MX,clothing,120.15,1
2025-03-20,LATAM,MX,electronics,148.94,1
2025-03-20,LATAM,PE,clothing,42.86,1
2025-03-20,LATAM,PE,sports,7.3313999999999995,1
2025-03-21,EU,DE,clothing,59.7996,1
2025-03-21,EU,DE,electronics,113.16,1
2025-03-21,EU,ES,beauty,59.7564,1
2025-03-21,EU,ES,home,98.11000000000001,2
2025-03-21,EU,ES,sports,234.74400000000003,2
2025-03-21,EU,FR,beauty,12.9,1
2025-03-21,EU,FR,books,13.21,1
2025-03-21,EU,FR,clothing,30.73,1
2025-03-21,EU,FR,electronics,455.43,1
2025-03-21,EU,FR,sports,107.72,1
2025-03-21,EU,IT,electronics,249.22,1
2025-03-21,EU,IT,home,148.78,1
2025-03-21,EU,NL,electronics,279.1152,1
2025-03-21,EU,NL,sports,48.52,1
2025-03-21,EU,SE,books,45.58,2
2025-03-21,EU,SE,clothing,1.78234,1
2025-03-21,LATAM,AR,beauty,49.22,1
2025-03-21,LATAM,AR,clothing,18.791999999999998,1
2025-03-21,LATAM,AR,home,46.75,1
2025-03-21,LATAM,BR,beauty,9.4104,1
2025-03-21,LATAM,BR,books,17.53,1
2025-03-21,LATAM,BR,home,66.0096,2
2025-03-21,LATAM,BR,toys,62.56,1
2025-03-21,LATAM,CL,books,34.92,1
2025-03-21,LATAM,CO,beauty,90.06284,2
2025-03-21,LATAM,CO,books,30.13,1
2025-03-21,LATAM,CO,electronics,159.32064,2
2025-03-21,LATAM,MX,electronics,163.73,1
2025-03-21,LATAM,MX,sports,99.44,1
2025-03-21,LATAM,PE,clothing,62.28,1
2025-03-22,EU,DE,clothing,97.31,1
2025-03-22,EU,ES,beauty,32.07574,2
2025-03-22,EU,ES,clothing,62.61,1
2025-03-22,EU,ES,electronics,427.26480000000004,3
2025-03-22,EU,ES,home,60.6,1
2025-03-22,EU,FR,beauty,16.6014,1
2025-03-22,EU,FR,books,55.94,2
2025-03-22,EU,FR,electronics,213.23,1
2025-03-22,EU,FR,home,86.43,1
2025-03-22,EU,IT,books,15.11,1
2025-03-22,EU,IT,electronics,352.48,1
2025-03-22,EU,IT,toys,17.99,1
2025-03-22,EU,NL,beauty,44.10918,2
2025-03-22,EU,NL,books,22.215600000000002,1
2025-03-22,EU,PT,electronics,612.4248,1
2025-03-22,EU,SE,clothing,84.2616,1
2025-03-22,EU,SE,toys,17.65,1
2025-03-22,LATAM,AR,electronics,38.9203,2
2025-03-22,LATAM,AR,toys,15.24,1
2025-03-22,LATAM,BR,beauty,1.3195000000000001,1
2025-03-22,LATAM,BR,books,5.346,1
2025-03-22,LATAM,BR,clothing,63.425200000000004,2
2025-03-22,LATAM,BR,electronics,274.34,1
2025-03-22,LATAM,BR,home,168.96,1
2025-03-22,LATAM,CL,books,7.11,1
2025-03-22,LATAM,CL,home,55.69,2
2025-03-22,LATAM,CO,books,27.01,1
2025-03-22,LATAM,CO,clothing,175.346,3
2025-03-22,LATAM,CO,toys,0.38048,1
2025-03-22,LATAM,MX,clothing,143.18,2
2025-03-22,LATAM,MX,toys,14.223600000000001,1
2025-03-22,LATAM,PE,beauty,30.337200000000003,1
2025-03-22,LATAM,PE,electronics,442.1952,1
2025-03-22,LATAM,PE,home,35.1432,1
2025-03-22,LATAM,PE,toys,10.9584,1
2025-03-23,EU,DE,beauty,23.2956,1
2025-03-23,EU,DE,clothing,83.9376,1
2025-03-23,EU,DE,electronics,506.64,1
2025-03-23,EU,DE,home,38.51,1
2025-03-23,EU,ES,electronics,36.36,1
2025-03-23,EU,ES,toys,37.1628,1
2025-03-23,EU,NL,clothing,55.18,1
2025-03-23,EU,NL,electronics,392.36,2
2025-03-23,EU,PT,electronics,174.37680000000003,1
2025-03-23,EU,PT,home,167.9832,1
2025-03-23,EU,SE,books,54.66,1
2025-03-23,LATAM,AR,books,26.287200000000002,1
2025-03-23,LATAM,AR,clothing,27.4644,1
2025-03-23,LATAM,AR,electronics,231.65,1
2025-03-23,LATAM,CL,electronics,290.51146,2
2025-03-23,LATAM,CO,books,40.1976,1
2025-03-23,LATAM,CO,clothing,10.449,1
2025-03-23,LATAM,CO,home,70.72,1
2025-03-23,LATAM,MX,books,25.5528,1
2025-03-23,LATAM,MX,electronics,142.68,1
2025-03-23,LATAM,MX,toys,13.31,1
2025-03-23,LATAM,PE,electronics,153.0576,1
2025-03-24,EU,DE,beauty,27.39,1
2025-03-24,EU,DE,home,27.444599999999998,1
2025-03-24,EU,ES,books,21.18,1
2025-03-24,EU,ES,clothing,139.71280000000002,2
2025-03-24,EU,ES,electronics,227.48120000000003,2
2025-03-24,EU,ES,toys,83.5136,2
2025-03-24,EU,FR,books,1.1408600000000002,1
2025-03-24,EU,FR,clothing,103.5624,2
2025-03-24,EU,FR,home,3.4771000000000005,1
2025-03-24,EU,FR,toys,18.61,1
2025-03-24,EU,IT,books,35.34,1
2025-03-24,EU,IT,electronics,344.4336,1
2025-03-24,EU,IT,home,28.782,1
2025-03-24,EU,NL,electronics,582.8004000000001,1
2025-03-24,EU,SE,beauty,51.1056,1
2025-03-24,EU,SE,clothing,45.38,1
2025-03-24,LATAM,AR,electronics,502.1676,2
2025-03-24,LATAM,AR,toys,19.8288,1
2025-03-24,LATAM,BR,books,26.568,2
2025-03-24,LATAM,BR,electronics,47.0574,1
2025-03-24,LATAM,BR,toys,18.84,1
2025-03-24,LATAM,CL,books,36.24,1
2025-03-24,LATAM,CL,clothing,11.678399999999998,1
2025-03-24,LATAM,CO,clothing,80.9388,2
2025-03-24,LATAM,CO,electronics,22.634500000000003,1
2025-03-24,LATAM,CO,home,105.92,1
2025-03-24,LATAM,CO,toys,12.042,1
2025-03-24,LATAM,MX,clothing,2.44586,1
2025-03-24,LATAM,MX,electronics,197.1676,2
2025-03-24,LATAM,MX,home,38.31,1
2025-03-24,LATAM,MX,sports,184.8636,1
2025-03-24,LATAM,MX,toys,31.36,1
2025-03-24,LATAM,PE,beauty,3.3785000000000003,1
2025-03-24,LATAM,PE,books,26.3304,1
2025-03-24,LATAM,PE,electronics,296.45,1
2025-03-25,EU,DE,books,8.4546,1
2025-03-25,EU,DE,clothing,73.64,1
2025-03-25,EU,ES,books,18.2,2
2025-03-25,EU,ES,clothing,69.94,1
2025-03-25,EU,ES,electronics,167.15160000000003,1
2025-03-25,EU,ES,home,4.950880000000001,1
2025-03-25,EU,FR,electronics,10.484660000000002,1
2025-03-25,EU,IT,beauty,27.31,1
2025-03-25,EU,IT,electronics,207.67,1
2025-03-25,EU,NL,beauty,32.7,1
2025-03-25,EU,NL,sports,2.3664,1
2025-03-25,EU,SE,electronics,626.92,1
2025-03-25,EU,SE,home,92.32,1
2025-03-25,LATAM,AR,electronics,624.75,2
2025-03-25,LATAM,BR,beauty,62.09,1
2025-03-25,LATAM,BR,books,5.5043999999999995,1
2025-03-25,LATAM,BR,clothing,10.39708,1
2025-03-25,LATAM,BR,electronics,551.7442000000001,3
2025-03-25,LATAM,CL,books,0.84796,1
2025-03-25,LATAM,CO,home,106.81,1
2025-03-25,LATAM,MX,electronics,5.038460000000001,1
2025-03-25,LATAM,MX,home,12.2058,1
2025-03-25,LATAM,MX,toys,1.88384,1
2025-03-25,LATAM,PE,home,42.24,1
2025-03-26,EU,DE,clothing,45.53,1
2025-03-26,EU,DE,sports,32.920199999999994,1
2025-03-26,EU,ES,electronics,668.5844000000001,2
2025-03-26,EU,FR,books,35.966,2
2025-03-26,EU,FR,clothing,112.9788,1
2025-03-26,EU,FR,electronics,119.2,1
2025-03-26,EU,FR,toys,62.38,1
2025-03-26,EU,IT,books,21.7,1
2025-03-26,EU,IT,clothing,64.21,1
2025-03-26,EU,IT,home,44.91,1
2025-03-26,EU,NL,electronics,216.14,1
2025-03-26,EU,SE,clothing,35.89,1
2025-03-26,LATAM,AR,beauty,149.7244,2
2025-03-26,LATAM,AR,clothing,50.0364,1
2025-03-26,LATAM,AR,electronics,121.3272,1
2025-03-26,LATAM,BR,beauty,119.63560000000001,2
2025-03-26,LATAM,BR,books,60.7684,2
2025-03-26,LATAM,BR,clothing,13.761,1
2025-03-26,LATAM,BR,electronics,450.99,1
2025-03-26,LATAM,BR,toys,15.78,1
2025-03-26,LATAM,CL,beauty,202.33,1
2025-03-26,LATAM,CL,electronics,13.02912,1
2025-03-26,LATAM,CL,home,30.358800000000002,1
2025-03-26,LATAM,CL,sports,67.86,1
2025-03-26,LATAM,CO,books,16.94554,3
2025-03-26,LATAM,CO,clothing,4.65624,1
2025-03-26,LATAM,CO,home,4.649399999999999,1
2025-03-26,LATAM,MX,beauty,63.260099999999994,2
2025-03-26,LATAM,MX,clothing,96.228,1
2025-03-26,LATAM,MX,electronics,586.6156000000001,2
2025-03-26,LATAM,MX,toys,6.6042,1
2025-03-26,LATAM,PE,electronics,305.38,1
2025-03-26,LATAM,PE,home,130.10760000000002,1
2025-03-27,EU,DE,toys,4.157780000000001,2
2025-03-27,EU,ES,electronics,52.2666,1
2025-03-27,EU,ES,toys,21.700499999999998,2
2025-03-27,EU,FR,books,11.47,1
2025-03-27,EU,FR,clothing,65.0052,1
2025-03-27,EU,FR,electronics,89.3,1
2025-03-27,EU,IT,books,21.34,1
2025-03-27,EU,IT,clothing,81.68,1
2025-03-27,EU,IT,electronics,215.56734,2
2025-03-27,EU,IT,home,81.3721,2
2025-03-27,EU,NL,electronics,344.0664,1
2025-03-27,EU,PT,electronics,167.02200000000002,1
2025-03-27,EU,PT,home,9.154140000000002,1
2025-03-27,EU,SE,beauty,29.66,1
2025-03-27,LATAM,AR,beauty,13.9212,1
2025-03-27,LATAM,AR,books,1.36126,1
2025-03-27,LATAM,AR,home,59.33,1
2025-03-27,LATAM,BR,beauty,8.1702,1
2025-03-27,LATAM,BR,clothing,80.01372,2
2025-03-27,LATAM,BR,electronics,10.23874,1
2025-03-27,LATAM,CL,beauty,30.33,1
2025-03-27,LATAM,CL,clothing,49.58,1
2025-03-27,LATAM,CL,electronics,472.35,1
2025-03-27,LATAM,CO,books,17.23,1
2025-03-27,LATAM,CO,clothing,43.78,1
2025-03-27,LATAM,MX,books,27.296,2
2025-03-27,LATAM,MX,electronics,243.49,1
2025-03-27,LATAM,MX,home,115.05,2
2025-03-27,LATAM,MX,toys,36.2,1
2025-03-27,LATAM,PE,electronics,1107.5300000000002,2
2025-03-27,LATAM,PE,sports,97.93440000000001,1
2025-03-28,EU,DE,books,78.4441,2
2025-03-28,EU,DE,electronics,355.36,2
2025-03-28,EU,ES,beauty,45.87,1
2025-03-28,EU,ES,electronics,168.18,1
2025-03-28,EU,ES,home,21.869999999999997,1
2025-03-28,EU,FR,beauty,28.45,1
2025-03-28,EU,FR,books,4.3218000000000005,1
2025-03-28,EU,FR,electronics,196.3548,1
2025-03-28,EU,IT,beauty,36.9684,1
2025-03-28,EU,IT,books,13.1,1
2025-03-28,EU,IT,electronics,332.03520000000003,2
2025-03-28,EU,NL,sports,95.634,1
2025-03-28,EU,PT,electronics,402.15,1
2025-03-28,EU,SE,books,1.6865999999999999,1
2025-03-28,LATAM,AR,books,65.0964,2
2025-03-28,LATAM,AR,electronics,542.0304,1
2025-03-28,LATAM,BR,beauty,165.03,2
2025-03-28,LATAM,BR,books,65.53,3
2025-03-28,LATAM,BR,electronics,229.67280000000002,1
2025-03-28,LATAM,BR,sports,48.06,1
2025-03-28,LATAM,CL,beauty,43.73,1
2025-03-28,LATAM,CL,books,117.05,3
2025-03-28,LATAM,CL,sports,41.87160000000001,1
2025-03-28,LATAM,CO,clothing,34.9,1
2025-03-28,LATAM,CO,electronics,438.32,1
2025-03-28,LATAM,CO,toys,0.91988,1
2025-03-28,LATAM,MX,beauty,42.6708,1
2025-03-28,LATAM,MX,books,19.08,1
2025-03-28,LATAM,MX,electronics,438.13,1
2025-03-28,LATAM,MX,home,36.35,1
2025-03-28,LATAM,PE,beauty,18.511200000000002,1
2025-03-28,LATAM,PE,electronics,317.14,2
2025-03-29,EU,DE,beauty,42.228,1
2025-03-29,EU,DE,books,1.6199999999999999,1
2025-03-29,EU,DE,electronics,45.83102000000001,2
2025-03-29,EU,ES,books,8.54,1
2025-03-29,EU,ES,clothing,97.46,1
2025-03-29,EU,ES,electronics,401.49,2
2025-03-29,EU,ES,home,80.663,2
2025-03-29,EU,ES,sports,49.86,1
2025-03-29,EU,FR,electronics,405.24,2
2025-03-29,EU,FR,home,150.1048,2
2025-03-29,EU,IT,clothing,3.3796600000000003,1
2025-03-29,EU,IT,electronics,9.353660000000001,1
2025-03-29,EU,IT,sports,30.91,1
2025-03-29,EU,NL,books,20.48,1
2025-03-29,EU,NL,clothing,123.23,1
2025-03-29,EU,SE,clothing,69.64,1
2025-03-29,EU,SE,home,76.2,1
2025-03-29,LATAM,AR,beauty,19.785600000000002,1
2025-03-29,LATAM,AR,books,19.36,1
2025-03-29,LATAM,AR,clothing,91.4376,3
2025-03-29,LATAM,CL,beauty,31.19,1
2025-03-29,LATAM,CL,clothing,87.7356,2
2025-03-29,LATAM,CL,electronics,373.95,1
2025-03-29,LATAM,CL,home,38.696400000000004,1
2025-03-29,LATAM,CO,beauty,40.94,1
2025-03-29,LATAM,CO,books,38.0,1
2025-03-29,LATAM,CO,electronics,92.25,1
2025-03-29,LATAM,MX,beauty,79.72,1
2025-03-29,LATAM,MX,books,28.695600000000002,1
2025-03-29,LATAM,MX,electronics,1047.4660000000001,3
2025-03-29,LATAM,MX,home,22.56,1
2025-03-29,LATAM,PE,beauty,42.92,1
2025-03-29,LATAM,PE,clothing,26.103600000000004,1
2025-03-29,LATAM,PE,home,146.05920000000003,1
2025-03-29,LATAM,PE,toys,15.120000000000001,1
2025-03-30,EU,DE,books,15.72102,2
2025-03-30,EU,DE,sports,10.241060000000001,1
2025-03-30,EU,ES,books,27.5,1
2025-03-30,EU,ES,clothing,40.726800000000004,1
2025-03-30,EU,ES,electronics,326.95,1
2025-03-30,EU,FR,beauty,27.16,1
2025-03-30,EU,FR,books,2.6424800000000004,1
2025-03-30,EU,FR,clothing,126.21960000000001,1
2025-03-30,EU,FR,electronics,292.37760000000003,1
2025-03-30,EU,FR,home,11.4894,1
2025-03-30,EU,IT,clothing,71.35,1
2025-03-30,EU,IT,electronics,402.18660000000006,2
2025-03-30,EU,NL,books,31.3444,2
2025-03-30,EU,SE,beauty,16.5024,1
2025-03-30,EU,SE,electronics,164.5812,1
2025-03-30,EU,SE,home,32.31,1
2025-03-30,LATAM,BR,beauty,22.71,1
2025-03-30,LATAM,BR,books,22.29,1
2025-03-30,LATAM,BR,clothing,52.9,1
2025-03-30,LATAM,BR,home,1.9702600000000001,1
2025-03-30,LATAM,BR,sports,58.309200000000004,1
2025-03-30,LATAM,CL,electronics,372.53000000000003,2
2025-03-30,LATAM,CL,home,242.96880000000004,2
2025-03-30,LATAM,CO,beauty,43.21,1
2025-03-30,LATAM,CO,electronics,181.21,1
2025-03-30,LATAM,CO,home,116.63,1
2025-03-30,LATAM,CO,toys,49.79,1
2025-03-30,LATAM,MX,electronics,851.2904000000001,3
2025-03-30,LATAM,MX,home,7.05106,1
2025-03-30,LATAM,MX,sports,118.66,1
2025-03-30,LATAM,MX,toys,23.220000000000002,1
2025-03-30,LATAM,PE,books,46.34,1
2025-03-30,LATAM,PE,electronics,2431.1298,2
2025-03-30,LATAM,PE,home,53.58,1
2025-03-31,EU,ES,beauty,39.18,1
2025-03-31,EU,ES,books,32.954,2
2025-03-31,EU,ES,electronics,197.35920000000002,1
2025-03-31,EU,ES,home,42.29,1
2025-03-31,EU,ES,sports,79.65,1
2025-03-31,EU,ES,toys,11.286,1
2025-03-31,EU,FR,beauty,58.665600000000005,1
2025-03-31,EU,FR,clothing,160.88,2
2025-03-31,EU,FR,electronics,133.13,1
2025-03-31,EU,FR,home,27.04,1
2025-03-31,EU,IT,electronics,276.5071,2
2025-03-31,EU,NL,books,22.816880000000005,2
2025-03-31,EU,NL,sports,70.73,1
2025-03-31,EU,PT,beauty,44.19,1
2025-03-31,EU,SE,toys,20.18,1
2025-03-31,LATAM,AR,beauty,33.9,1
2025-03-31,LATAM,AR,clothing,120.36600000000001,1
2025-03-31,LATAM,AR,electronics,156.05,1
2025-03-31,LATAM,AR,home,54.96,1
2025-03-31,LATAM,BR,books,45.01,1
2025-03-31,LATAM,BR,clothing,63.06120000000001,1
2025-03-31,LATAM,BR,electronics,439.9,1
2025-03-31,LATAM,CL,beauty,66.0344,2
2025-03-31,LATAM,CL,home,105.7968,1
2025-03-31,LATAM,CO,beauty,28.31,1
2025-03-31,LATAM,CO,books,46.54,3
2025-03-31,LATAM,CO,clothing,66.19,1
2025-03-31,LATAM,CO,electronics,388.6788,3
2025-03-31,LATAM,MX,books,5.3316,1
2025-03-31,LATAM,MX,clothing,78.87240000000001,1
2025-03-31,LATAM,MX,toys,20.33,1
2025-03-31,LATAM,PE,books,11.542019999999999,2
2025-03-31,LATAM,PE,home,41.31,1
2025-04-01,EU,DE,beauty,23.1876,1
2025-04-01,EU,DE,electronics,182.06,1
2025-04-01,EU,ES,beauty,21.6,1
2025-04-01,EU,ES,clothing,3.6569,1
2025-04-01,EU,ES,electronics,216.56,1
2025-04-01,EU,FR,electronics,675.27,2
2025-04-01,EU,FR,home,58.74,1
2025-04-01,EU,IT,books,82.68,2
2025-04-01,EU,NL,home,55.0647,2
2025-04-01,EU,SE,clothing,5.7383999999999995,1
2025-04-01,EU,SE,sports,195.71,1
2025-04-01,EU,SE,toys,1.55498,1
2025-04-01,LATAM,AR,beauty,31.88,1
2025-04-01,LATAM,AR,clothing,51.33,1
2025-04-01,LATAM,AR,sports,268.04,2
2025-04-01,LATAM,BR,beauty,54.2808,1
2025-04-01,LATAM,BR,books,1.56136,1
2025-04-01,LATAM,BR,clothing,98.8264,2
2025-04-01,LATAM,BR,electronics,350.29548,3
2025-04-01,LATAM,CO,electronics,16.686,1
2025-04-01,LATAM,CO,sports,32.54,1
2025-04-01,LATAM,MX,books,16.48064,2
2025-04-01,LATAM,MX,electronics,218.6,1
2025-04-01,LATAM,MX,sports,48.7,1
2025-04-01,LATAM,PE,beauty,3.8332200000000003,1
2025-04-02,EU,DE,home,52.596000000000004,1
2025-04-02,EU,DE,sports,53.85,1
2025-04-02,EU,FR,beauty,23.598000000000003,1
2025-04-02,EU,FR,home,125.4312,1
2025-04-02,EU,IT,books,84.33,3
2025-04-02,EU,IT,electronics,135.89,1
2025-04-02,EU,NL,beauty,16.28,1
2025-04-02,EU,NL,electronics,135.15,1
2025-04-02,EU,NL,sports,95.94720000000001,1
2025-04-02,EU,PT,books,55.5984,1
2025-04-02,EU,SE,electronics,18.8514,1
2025-04-02,LATAM,AR,beauty,4.82038,1
2025-04-02,LATAM,AR,clothing,51.79,1
2025-04-02,LATAM,AR,electronics,290.21674,2
2025-04-02,LATAM,BR,beauty,37.86,1
2025-04-02,LATAM,BR,books,66.0332,2
2025-04-02,LATAM,BR,electronics,917.8776,3
2025-04-02,LATAM,BR,home,2.44238,1
2025-04-02,LATAM,CL,electronics,96.62,1
2025-04-02,LATAM,CO,beauty,5.2956,1
2025-04-02,LATAM,CO,books,61.730000000000004,3
2025-04-02,LATAM,CO,home,56.12,1
2025-04-02,LATAM,CO,sports,68.06,1
2025-04-02,LATAM,CO,toys,3.4398,1
2025-04-02,LATAM,MX,beauty,96.74,1
2025-04-02,LATAM,MX,electronics,204.05,1
2025-04-02,LATAM,MX,home,90.774,1
2025-04-02,LATAM,MX,sports,94.08,1
2025-04-02,LATAM,PE,books,0.5017,1
2025-04-03,EU,DE,electronics,139.9,1
2025-04-03,EU,DE,home,268.706,2
2025-04-03,EU,ES,beauty,94.584,2
2025-04-03,EU,ES,books,16.422800000000002,2
2025-04-03,EU,ES,sports,74.58,1
2025-04-03,EU,FR,beauty,96.6276,1
2025-04-03,EU,FR,clothing,69.35,1
2025-04-03,EU,FR,electronics,12.09242,1
2025-04-03,EU,IT,beauty,44.38,1
2025-04-03,EU,IT,books,85.37944,3
2025-04-03,EU,IT,toys,2.9718,1
2025-04-03,EU,PT,electronics,200.44,1
2025-04-03,EU,PT,toys,13.03,1
2025-04-03,EU,SE,toys,0.8647800000000001,1
2025-04-03,LATAM,AR,books,29.42,2
2025-04-03,LATAM,AR,electronics,328.15,1
2025-04-03,LATAM,BR,books,72.03,2
2025-04-03,LATAM,BR,clothing,7.901339999999999,1
2025-04-03,LATAM,BR,electronics,531.6500000000001,2
2025-04-03,LATAM,CL,books,19.61502,2
2025-04-03,LATAM,CL,home,42.692400000000006,1
2025-04-03,LATAM,CL,sports,101.04480000000001,2
2025-04-03,LATAM,CO,clothing,68.93,1
2025-04-03,LATAM,CO,electronics,245.7324,1
2025-04-03,LATAM,MX,books,17.388,1
2025-04-03,LATAM,PE,electronics,466.45,2
2025-04-04,EU,DE,home,85.86,1
2025-04-04,EU,ES,books,34.98,1
2025-04-04,EU,ES,clothing,18.4,1
2025-04-04,EU,ES,electronics,664.47,2
2025-04-04,EU,ES,home,132.79,1
2025-04-04,EU,ES,sports,39.12212,2
2025-04-04,EU,FR,clothing,60.59,1
2025-04-04,EU,FR,electronics,294.73199999999997,1
2025-04-04,EU,IT,clothing,186.66,2
2025-04-04,EU,IT,electronics,419.22,1
2025-04-04,EU,IT,sports,165.24,2
2025-04-04,EU,SE,books,88.0,2
2025-04-04,LATAM,AR,beauty,27.8,1
2025-04-04,LATAM,AR,clothing,25.4124,1
2025-04-04,LATAM,BR,books,37.78344,2
2025-04-04,LATAM,BR,sports,82.46,1
2025-04-04,LATAM,CL,books,51.631600000000006,2
2025-04-04,LATAM,CL,electronics,503.72280000000006,1
2025-04-04,LATAM,CL,toys,104.37392,2
2025-04-04,LATAM,CO,books,34.404,2
2025-04-04,LATAM,CO,electronics,422.73,2
2025-04-04,LATAM,CO,home,159.79680000000002,1
2025-04-04,LATAM,MX,beauty,47.8134,2
2025-04-04,LATAM,MX,electronics,170.7,1
2025-04-04,LATAM,MX,sports,46.03,1
2025-04-04,LATAM,MX,toys,26.45,1
2025-04-04,LATAM,PE,electronics,186.6132,1
2025-04-05,EU,DE,electronics,154.5678,2
2025-04-05,EU,DE,home,70.68,1
2025-04-05,EU,DE,toys,24.07,1
2025-04-05,EU,ES,books,19.6884,1
2025-04-05,EU,ES,clothing,126.64800000000001,2
2025-04-05,EU,ES,electronics,124.18,1
2025-04-05,EU,ES,home,123.31440000000002,1
2025-04-05,EU,FR,beauty,3.6719999999999997,1
2025-04-05,EU,FR,books,17.05,1
2025-04-05,EU,FR,clothing,41.202,1
2025-04-05,EU,FR,sports,37.3464,1
2025-04-05,EU,IT,books,2.39482,1
2025-04-05,EU,IT,electronics,98.45,1
2025-04-05,EU,NL,books,59.4844,2
2025-04-05,EU,SE,electronics,10.07402,1
2025-04-05,EU,SE,toys,2.0445,1
2025-04-05,LATAM,AR,beauty,38.0,2
2025-04-05,LATAM,AR,electronics,134.4,1
2025-04-05,LATAM,BR,clothing,56.632400000000004,2
2025-04-05,LATAM,BR,electronics,311.1,1
2025-04-05,LATAM,CL,beauty,45.74,1
2025-04-05,LATAM,CL,electronics,8.41058,1
2025-04-05,LATAM,CL,home,93.144,2
2025-04-05,LATAM,CO,electronics,218.56,1
2025-04-05,LATAM,CO,sports,70.2,2
2025-04-05,LATAM,MX,beauty,24.6132,1
2025-04-05,LATAM,MX,clothing,65.49,1
2025-04-05,LATAM,MX,electronics,816.0588600000001,4
2025-04-05,LATAM,PE,beauty,33.33,1
2025-04-05,LATAM,PE,clothing,143.73,1
2025-04-05,LATAM,PE,electronics,283.662,1
2025-04-05,LATAM,PE,home,2.16224,1
2025-04-06,EU,DE,home,40.66,1
2025-04-06,EU,ES,sports,77.17,1
2025-04-06,EU,ES,toys,63.58,1
2025-04-06,EU,FR,electronics,589.034,4
2025-04-06,EU,FR,home,172.7944,4
2025-04-06,EU,FR,toys,56.73,1
2025-04-06,EU,IT,books,17.55,1
2025-04-06,EU,IT,electronics,371.74,1
2025-04-06,EU,NL,home,193.85,1
2025-04-06,EU,NL,sports,43.42,1
2025-04-06,EU,SE,electronics,591.91,2
2025-04-06,EU,SE,sports,32.05,1
2025-04-06,LATAM,AR,beauty,48.967200000000005,1
2025-04-06,LATAM,AR,clothing,68.31,1
2025-04-06,LATAM,BR,electronics,9.16632,1
2025-04-06,LATAM,BR,home,14.787,1
2025-04-06,LATAM,BR,sports,87.9768,1
2025-04-06,LATAM,CL,beauty,61.3162,2
2025-04-06,LATAM,CL,home,4.6548,2
2025-04-06,LATAM,CL,sports,133.94,1
2025-04-06,LATAM,MX,electronics,651.2168,2
2025-04-06,LATAM,MX,home,66.43,1
2025-04-06,LATAM,MX,toys,10.396799999999999,2
2025-04-06,LATAM,PE,electronics,448.70760000000007,1
2025-04-07,EU,ES,books,23.96,1
2025-04-07,EU,ES,clothing,12.7566,1
2025-04-07,EU,ES,electronics,255.6252,1
2025-04-07,EU,FR,electronics,413.50914,3
2025-04-07,EU,FR,home,5.2848,1
2025-04-07,EU,IT,clothing,103.22732,3
2025-04-07,EU,IT,electronics,169.99,1
2025-04-07,EU,PT,electronics,133.2072,1
2025-04-07,EU,SE,clothing,24.703200000000002,1
2025-04-07,LATAM,AR,books,26.3088,1
2025-04-07,LATAM,AR,clothing,7.05164,1
